weapon,category,fire_mode,rate_rpm,cyclic_rpm,bolt_cycle_s,profile,profile_from_override,projectile,asset,envelope_m,power_1m,power_2m,power_3m,power_4m,ceiling,sway_add,rounds_to_cap_1m,per_second_1m,muzzle_ms,moa,mag,pen_mm,variants,icon_asset
QSZ-92,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_QSZ-92,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,381,,15,1,2,qsz92
Self-Loading Pistol Mk3,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_BrowningHP_ADF,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,335,,13,1,1,Browning_HiPower
SOR-109T,SMG / pistol,auto,952,952,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/SAR109T/BP_SOR109T,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.587,320,5.0,,5,2,T_sar109t
SOR-109T + HNA,SMG / pistol,auto,952,952,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/SAR109T/BP_SOR109T_HNA,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.587,320,5.0,,5,2,T_sar109t_hna
SOR-9,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_SOR9,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,353,,17,1,1,T_sar9
TT33 Tokarev,SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_9mm,Pistols/BP_TT33,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,450,,8,1,2,tt33
"VSS ""Vintorez""",SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_Subsonic,Rifles/ASVAL/BP_VSS,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,495,4.0,20,5,1,T_VSS
"VSS ""Vintorez"" + OKP-7",SMG / pistol,semi,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_Subsonic,Rifles/ASVAL/BP_VSS_OKP-7,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,495,4.0,20,5,1,T_VSS_OKP7
"VSS ""Vintorez"" + PSO-1-1",SMG / pistol,auto,652,652,,Projectile_Suppression_Pistol,no,BP_Projectile_Subsonic,Rifles/ASVAL/BP_VSS_Optic,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.087,495,4.0,20,5,1,T_VSS_Optic
Vz. 61 Škorpion,SMG / pistol,auto,857,857,,Projectile_Suppression_SMG,yes,BP_Projectile_9mm,SubmachineGuns/VZ61/BP_Vz61,5.0,0.1,0.0637,0.0324,0.0099,1.15,1.125,12.0,1.428,320,5.0,20,,3,T_vz61
Generic Shotgun,Shotgun / HMG,semi,103,103,,Projectile_SuppressionHMG,no,BP_Projectile_50cal,Shotguns/BP_GenericShotgun,flat,0.5,0.5,0.5,0.5,2.0,5.0,4.0,0.858,900,4.0,,5,1,sawnoff_m870
KS-23,Shotgun / HMG,semi,103,103,,Projectile_Suppression_20mm_AP,no,BP_Projectile_30mm_AP,Shotguns/BP_Ks23_Shotgun,flat,0.7,0.7,0.7,0.7,2.0,5.0,3.0,1.202,381,4.0,3,5,1,ks23
L128A1,Shotgun / HMG,semi,833,833,,Projectile_SuppressionHMG,no,BP_Projectile_50cal,Shotguns/BP_L128A1_Shotgun,flat,0.5,0.5,0.5,0.5,2.0,5.0,4.0,6.942,381,4.0,7,5,1,m1014
M1014 JSCS,Shotgun / HMG,semi,833,833,,Projectile_SuppressionHMG,no,BP_Projectile_50cal,Shotguns/BP_M1014_Shotgun,flat,0.5,0.5,0.5,0.5,2.0,5.0,4.0,6.942,381,4.0,7,5,1,m1014
M870,Shotgun / HMG,semi,106,106,,Projectile_SuppressionHMG,no,BP_Projectile_50cal,Shotguns/BP_M870_ADF,flat,0.5,0.5,0.5,0.5,2.0,5.0,4.0,0.883,437,4.0,7,5,1,M870
Sawn-off M870,Shotgun / HMG,semi,106,106,,Projectile_SuppressionHMG,no,BP_Projectile_50cal,Shotguns/BP_Sawnoff_M870,flat,0.5,0.5,0.5,0.5,2.0,5.0,4.0,0.883,381,4.0,4,5,1,sawnoff_m870
C14 MRSWS,Sniper rifle,bolt,26,833,2.31,Projectile_Suppression_SniperRifle,no,BP_Projectile_338,Rifles/BP_C14,5.0,3.0,1.5437,0.0875,0.0437,3.0,3.5,1.0,1.3,920,1.0,5,9,1,C14
Lee-Enfield No.4 MkI + No.32,Sniper rifle,bolt,56,833,1.08,Projectile_Suppression_SniperRifle,yes,BP_Projectile_7_62mm,Rifles/LeeEnfieldNo4/BP_LeeEnfieldNo4_Sniper,5.0,3.0,1.5437,0.0875,0.0437,3.0,3.5,1.0,2.8,744,1.0,10,9,1,T_leeenfieldno4_sniper
Mosin Nagant M1891/30 + PU-1,Sniper rifle,bolt,34,34,1.37,Projectile_Suppression_SniperRifle,yes,BP_Projectile_7_62mm,Rifles/BP_Mosin_M1891_Sniper,5.0,3.0,1.5437,0.0875,0.0437,3.0,3.5,1.0,1.7,865,2.0,5,9,1,mosin_sniper
SV-98,Sniper rifle,bolt,31,833,1.95,Projectile_Suppression_SniperRifle,yes,BP_Projectile_7_62mm,Rifles/BP_SV98,5.0,3.0,1.5437,0.0875,0.0437,3.0,3.5,1.0,1.55,820,1.0,10,9,1,T_sv98m
Timberwolf,Sniper rifle,bolt,26,833,2.31,Projectile_Suppression_SniperRifle,no,BP_Projectile_338,Rifles/BP_TW_338_SWS,5.0,3.0,1.5437,0.0875,0.0437,3.0,3.5,1.0,1.3,920,1.0,5,9,1,T_TW_338_SWS
